ID_1,hashtag,Video Link ,Relevance ,Condition,Creator Type,Creator age,Creator Gender,Video Length (s),Likes,Shares,Comments,Mode 1,Mode 2,Mode 3,Mode 4,Video Type,Humor,Video Accuracy,Understandability ,Theme 1,Theme 2,Theme 3,Theme 4
393,#infertilityjourney,https://www.tiktok.com/@ttcbabyone20/video/6974745458774134021,Y,#infertilityjourney,Patient,Over 25,F,15,16700,207,188,Viral Music,Visual Aid,Text,,Personal Testimony,N,3,3,Seeking Empathy,,,
505,#pcos,https://www.tiktok.com/@skinbydrazi/video/6954791553470631173,Y,#pcos,Medical Professional,Over 25,F,15,10100,252,402,Viral Music,Text,,,Raising Awareness (Medical),N,3,3,Signs & Symptoms,Conventional Treatment,,
548,#pcos,https://www.tiktok.com/@allarahealth/video/6977497823541497094,Y,#pcos,Lay person,Under 25,F,7,1274,13,84,Text,Viral Music,,,Raising Awareness (Lay),N,3,3,Signs & Symptoms,,,
751,#uti,https://www.tiktok.com/@dionthepeon/video/6816418230005959942,N,#uti,Lay person,NA,NA,,,,,,,,,NA,,,,NA,,,
211,#endometriosis,https://www.tiktok.com/@endometriosisem/video/6924401277833186565,Y,#endometriosis,Patient,Under 25,F,17,4800,175,598,Viral Music,Acting,,,Personal Testimony,N,3,3,Coping with Illness,,,
791,#utiremedies,https://www.tiktok.com/@mzansinatural/video/6990070252856036610,Y,#utiremedies,Lay person,Under 25,F,21,776,10,113,Viral Music,Visual Aid,,,Raising Awareness (Lay),N,2,3,Alternative Therapies,,,
248,#endometriosis,https://www.tiktok.com/@endometriosisem/video/6965130214204591366,Y,#endometriosis,Patient,Under 25,F,8,8243,223,67,Text,Visual Aid,,,Personal Testimony,Y,3,3,Coping with Illness,,,
468,#papsmear,https://www.tiktok.com/@gyno_girls/video/7000172489116503301,Y,#papsmear,Medical Professional,Over 25,F,13,17800,462,629,Visual Aid,Text,Viral Music,,Raising Awareness (Medical),N,3,3,Promoting Preventive Care,,,
391,#infertilityjourney,https://www.tiktok.com/@madisynwilliams0121/video/6977853277354609925,Y,#infertilityjourney,Patient,Under 25,F,15,11900,1087,11,Viral Music,Text,,,Personal Testimony,N,3,3,Seeking Empathy,,,
50,#birthcontrol,https://www.tiktok.com/@tawnee117/video/6928846379058040070,Y,#birthcontrol,Patient,Under 25,F,11,40200,1974,2079,Speech,,,,Personal Testimony,N,3,3,Poor Medical Care,,,
502,#pcos,https://www.tiktok.com/@pcossupportgirl/video/6993398327849143558,Y,#pcos,Patient,Under 25,F,17,217700,2350,4174,Acting,Viral Music,,,Personal Testimony,Y,3,3,Promoting Preventive Care,Signs & Symptoms,,
59,#birthcontrolsideeffects,https://www.tiktok.com/@kennadybrewer/video/6896253168477293830,Y,#birthcontrolsideeffects,Patient,Under 25,F,15,1474,35,256,Text,Viral Music,Acting,,Personal Testimony,Y,3,3,Side Effects,,,
631,#pms,https://www.tiktok.com/@d1etprada/video/6939732120709483781,Y,#pms,Patient,Under 25,F,5,173500,1393,2151,Speech,Acting,,,Personal Testimony,N,3,3,Seeking Empathy,,,
96,#birthcontrolsideeffects,https://www.tiktok.com/@andreawillmore/video/6959652432611691781,Y,#birthcontrolsideeffects,Patient,Under 25,F,10,2345,339,68,Acting,Visual Aid,Text,Viral Music,Personal Testimony,Y,3,3,Side Effects,,,
442,#ovariancancer,https://www.tiktok.com/@jodieee_louise/video/6972884193734905094,Y,#ovariancancer,Patient,Over 25,F,21,808,154,9,Speech,Viral Music,Text,,Personal Testimony,N,3,3,Seeking Empathy,,,
80,#birthcontrolsideeffects,https://www.tiktok.com/@pitifulpisces69/video/6975532123927137541,Unavailable,#birthcontrolsideeffects,,NA,NA,,,,,,NA,,,NA,,,,NA,,,
642,#pms,https://www.tiktok.com/@lyss/video/7001645944198401286,Y,#pms,Patient,Under 25,F,5,267700,1125,10700,Speech,Viral Music,,,Humor,Y,3,3,Support Networks,,,
51,#birthcontrol,https://www.tiktok.com/@daniela_nn/video/6915167190366932229,Y,#birthcontrol,Patient,Under 25,F,11,25800,467,1393,Viral Music,Visual Aid,,,Personal Testimony,N,3,3,Side Effects,Success Stories,,
764,#utiremedies,https://www.tiktok.com/@tropixgal/video/6864622996380830982,Y,#utiremedies,Lay person,Under 25,F,15,1116,16,83,Viral Music,Visual Aid,,,Raising Awareness (Lay),N,2,1,Alternative Therapies,,,
225,#endometriosis,https://www.tiktok.com/@drkellylupo/video/6932272135826164997,Y,#endometriosis,Medical Professional,Over 25,F,15,2152,154,125,Viral Music,Text,Dance Trend,,Raising Awareness (Medical),N,3,2,Signs & Symptoms,,,
475,#papsmear,https://www.tiktok.com/@charinakan/video/6975230807661186309,Y,#papsmear,Patient,Under 25,F,10,1181,11,6,Viral Music,,,,Medical Visit Narratives,Y,3,3,Promoting Preventive Care,,,
111,#breastcancer,https://www.tiktok.com/@kellykreationsalon/video/6989021060502998277,Y,#breastcancer,Family/Support,Over 25,F,11,125400,2917,3797,Speech,Visual Aid,,,Raising Awareness (Lay),N,2,3,Side Effects,Coping with Illness,,
133,#breastcancer,https://www.tiktok.com/@drokmd/video/6968407476903415045,Y,#breastcancer,Medical Professional,Over 25,F,11,584,48,67,Text,Viral Music,,,Raising Awareness (Medical),N,3,2,Promoting Preventive Care,,,
298,#fibroids,https://www.tiktok.com/@drarumala/video/6971587250740022534,Y,#fibroids,Medical Professional,Over 25,F,15,92,15,4,Viral Music,Text,Dance Trend,,Raising Awareness (Medical),N,3,3,Conventional Treatment ,Signs & Symptoms,,
532,#pcos,https://www.tiktok.com/@drkellylupo/video/6958622593842744581,Y,#pcos,Medical Professional,Over 25,F,11,51500,610,507,Viral Music,,,,Raising Awareness (Medical),N,2,3,Alternative Therapies,Poor Medical Care,,
641,#pms,https://www.tiktok.com/@brittanyfurlan/video/6888152351861951749,Y,#pms,Patient,Over 25,F,7,526100,5721,19500,Viral Music,Text,Acting,,Personal Testimony,Y,3,3,Coping with Illness,,,
499,#papsmear,https://www.tiktok.com/@cabernetsauvigmom/video/6961431480123886853,Y,#papsmear,Patient,Over 25,F,8,1813,99,37,Speech,Viral Music,,,Medical Visit Narratives,Y,3,3,Promoting Preventive Care,,,
388,#infertilityjourney,https://www.tiktok.com/@fertilityjourney/video/6983314325767490822,Y,#infertilityjourney,Patient,Over 25,F,41,173800,2117,3477,Viral Music,Text,Acting,,Personal Testimony,N,3,3,Coping with Illness,,,
47,#birthcontrol,https://www.tiktok.com/@libshartville/video/6919151062184119557,Y,#birthcontrol,Lay person,Under 25,F,8,625900,7207,13000,Visual Aid,Text,Acting,Viral Music,Raising Awareness (Lay),Y,3,3,Side Effects,Sexual Health,`Gender Inequality,
697,#uterinecancer,https://www.tiktok.com/@triciasnyder/video/6967438438500945157,Y,#uterinecancer,Patient,Over 25,F,45,306,37,2,Speech,Viral Music,Responding to Comment,,Personal Testimony,N,3,2,Success Stories,Promoting Preventive Care,,
95,#birthcontrolsideeffects,https://www.tiktok.com/@vickyviolanutrition/video/6930419794453875973,Y,#birthcontrolsideeffects,Lay person,Over 25,F,14,616,43,123,Viral Music,Text,,,Raising Awareness (Lay),Y,3,3,Side Effects,,,
2,#birthcontrol,https://www.tiktok.com/@tharewey/video/6932353391490370817,Y,#birthcontrol,Patient,Under 25,F,15,30700,507,1353,Visual Aid,Text,Viral Music,,Personal Testimony,N,3,3,Side Effects,,,
489,#papsmear,https://www.tiktok.com/@anathescorpio/video/6894037977610063109,Y,#papsmear,Patient,Under 25,F,26,11500,123,200,Viral Music,Visual Aid,Speech,,Medical Visit Narratives,Y,3,3,Promoting Preventive Care,,,
106,#breastcancer,https://www.tiktok.com/@leanneinla/video/7010849237831306501,Y,#breastcancer,Family/Support,Over 25,F,27,385900,10100,1525,Viral Music,Visual Aid,,,Personal Testimony,N,3,3,Support Networks,,,
92,#birthcontrolsideeffects,https://www.tiktok.com/@karina_evette/video/6969397772332076294,Y,#birthcontrolsideeffects,Lay person,Under 25,F,10,33300,1041,310,Speech,Acting,,,Raising Awareness (Lay),Y,3,3,Side Effects,Coping with Illness,Gender Inequality,Sexual Health
330,#hysterectomy,https://www.tiktok.com/@awkwardmomof_3/video/6977353977583127813,Y,#hysterectomy,Patient,Over 25,F,11,261,2,18,Speech,Text,,,Medical Visit Narratives,Y,3,3,Coping with Illness,,,
58,#birthcontrolsideeffects,https://www.tiktok.com/@mikaylas.tok/video/6916367760851291398,Y,#birthcontrolsideeffects,Lay person,Under 25,F,6,2592,170,2924,Visual Aid,Viral Music,Text,,Raising Awareness (Lay),Y,3,3,Side Effects,Support Networks,Sexual Health,
757,#utiremedies,https://www.tiktok.com/@sinsolovley/video/6917653918717676806,Y,#utiremedies,Patient,Under 25,F,15,86400,686,7018,Speech,Text,,,Raising Awareness (Lay),Y,3,3,Alternative Therapies,,,
398,#infertilityjourney,https://www.tiktok.com/@emilyfranciswheaton/video/6982250961653796102,Y,#infertilityjourney,Patient,Over 25,F,9,7097,18,20,Speech,Text,,,Personal Testimony,N,3,3,Success Stories,,,
794,#utiremedies,https://www.tiktok.com/@drmuwongejoram1/video/6931050698297625861,Y,#utiremedies,Medical Professional,Over 25,M,54,887,32,136,Speech,Text,Responding to Comment,,Raising Awareness (Medical),N,3,3,Alternative Therapies,,,
221,#endometriosis,https://www.tiktok.com/@officialblaire/video/6937708434145971461,Y,#endometriosis,Medical Professional,Over 25,M,59,14000,693,506,Viral Music,Dance Trend,Responding to Comment,,Raising Awareness (Medical),N,3,3,Signs & Symptoms,Conventional Treatment,Promoting Preventive Care,
408,#ovariancancer,https://www.tiktok.com/@instituteofhumananatomy/video/6790704124410285318,Y,#ovariancancer,Organization,NA,NA,37,254900,1704,5396,Visual Aid,Speech,,,Raising Awareness (Medical),N,3,3,Signs & Symptoms,,,
758,#utiremedies,https://www.tiktok.com/@shopgirl.ish/video/7008955790572752133,Y,#utiremedies,Lay person,Under 25,F,26,519,2,30,Text,Viral Music,,,Raising Awareness (Lay),N,3,3,Alternative Therapies,Promoting Preventive Care,,
766,#utiremedies,https://www.tiktok.com/@jessiethomasdesigns/video/6931940719787642118,Y,#utiremedies,Patient,Over 25,F,59,5446,226,1224,Speech,Visual Aid,,,Raising Awareness (Lay),N,2,3,Alternative Therapies,,,
293,#fibroids,https://www.tiktok.com/@newlite7/video/7003170704539831558,Y,#fibroids,Patient,Over 25,F,13,3366,314,50,Viral Music,Text,,,Personal Testimony,N,3,3,Success Stories,Alternative Therapies,,
588,#pelvicfloor,https://www.tiktok.com/@nosuchthingastmi/video/6977855515846085893,Y,#pelvicfloor,Medical Professional,Over 25,F,6,3425,36,16,Viral Music,Text,Dance Trend,,Raising Awareness (Medical),N,3,3,Promoting Preventive Care,,,
193,#cervicalcancer,https://www.tiktok.com/@wenramsay/video/6957291906636270853,Y,#cervicalcancer,Patient,Over 25,F,9,11200,1165,281,Text,Acting,,,Personal Testimony,N,3,3,Seeking Empathy,,,
710,#uti,https://www.tiktok.com/@konialei/video/6853970651057786118,Y,#uti,Patient,Under 25,F,59,213600,1093,17100,Speech,,,,Raising Awareness (Lay),N,2,3,Alternative Therapies,,,
726,#uti,https://www.tiktok.com/@nosuchthingas_tmi/video/6999304312878812422,Y,#uti,Medical Professional,Over 25,F,6,9739,177,379,Text,Viral Music,,,Raising Awareness (Medical),N,3,3,Promoting Preventive Care,Alternative Therapies,Poor Medical Care,
71,#birthcontrolsideeffects,https://www.tiktok.com/@number1spungbobfan/video/6950764069066427653,Y,#birthcontrolsideeffects,Lay person,Under 25,F,21,296900,2649,5456,Viral Music,Text,,,Raising Awareness (Lay),N,3,3,Gender Inequality,Side Effects,,
527,#pcos,https://www.tiktok.com/@junesjourney/video/6932581552106818821,Y,#pcos,Patient,Over 25,F,22,762200,7049,7010,Speech,Text,Viral Music,,Personal Testimony,N,3,3,Side Effects,Seeking Empathy,,
402,#ovariancancer,https://www.tiktok.com/@connealymd/video/6989298796786240774,Y,#ovariancancer,Medical Professional,Over 25,F,59,16600,781,659,Speech,Text,,,Raising Awareness (Medical),N,3,3,Signs & Symptoms,,,
40,#birthcontrol,https://www.tiktok.com/@sammiariel/video/6970360495052213509,Y,#birthcontrol,Patient,Under 25,F,14,55100,265,497,Viral Music,Text,,,Personal Testimony,Y,3,3,Side Effects,,,
656,#uterinecancer,https://www.tiktok.com/@thenicolebowling/video/6931978157239045382,Y,#uterinecancer,Patient,Over 25,F,49,160,21,3,Speech,Responding to Comment,,,Personal Testimony,N,3,3,Diagnosis,Signs & Symptoms,Poor Medical Care,
485,#papsmear,https://www.tiktok.com/@thisbeautyissabeast/video/6955999987939511558,Y,#papsmear,Lay person,Under 25,F,7,18600,872,1762,Acting,Text,,,Humor,Y,3,3,Promoting Preventive Care,,,
295,#fibroids,https://www.tiktok.com/@in.her.love/video/6951535362791525637,Y,#fibroids,Lay person,Over 25,F,59,8059,107,2532,Duet,Text,Speech,,Raising Awareness (Lay),N,2,3,Alternative Therapies,,,
119,#breastcancer,https://www.tiktok.com/@krystalmgalindo/video/7010267633618668806,Y,#breastcancer,Patient,Over 25,F,10,429500,2206,785,Viral Music,Text,Acting,,Personal Testimony,N,3,3,Support Networks,,,
112,#breastcancer,https://www.tiktok.com/@brynastrong/video/6936211225005083910,Y,#breastcancer,Patient,Over 25,F,58,3701,62,91,Speech,Responding to Comment,,,Personal Testimony,N,3,3,Poor Medical Care,Diagnosis,Signs & Symptoms,
647,#pms,https://www.tiktok.com/@coreyxmadison/video/7004905162187869445,Y,#pms,Patient,Under 25,F,8,9885,140,136,Speech,Text,Acting,,Personal Testimony,Y,3,3,Coping with Illness,,,
663,#uterinecancer,https://www.tiktok.com/@okie_xgirlx/video/6984250289750740229,Y,#uterinecancer,Patient,Over 25,F,30,59,24,3,Viral Music,Text,,,Personal Testimony,N,3,3,Diagnosis,Seeking Empathy,Signs & Symptoms,
342,#hysterectomy,https://www.tiktok.com/@jnyce84/video/6960451099144850694,Y,#hysterectomy,Patient,Over 25,F,6,1570,177,128,Viral Music,Text,,,Personal Testimony,N,3,3,Coping with Illness,,,
404,#ovariancancer,https://www.tiktok.com/@pcoscoachbarbie/video/6966417791050124546,Y,#ovariancancer,Medical Professional,Over 25,F,28,16500,649,1134,Viral Music,Visual Aid,Text,,Raising Awareness (Medical),N,3,3,Signs & Symptoms,,,
406,#ovariancancer,https://www.tiktok.com/@nikkimaraviglia/video/6979503094002355461,Y,#ovariancancer,Patient,Over 25,F,61,96300,697,632,Speech,Stitch,,,Medical Visit Narratives,N,3,3,Diagnosis,Success Stories,,
731,#uti,https://www.tiktok.com/@weareone1ove/video/6977557392015772934,Y,#uti,Patient,Under 25,F,15,25800,496,216,Speech,,,,Personal Testimony,N,1,3,Alternative Therapies,,,
566,#pelvicfloor,https://www.tiktok.com/@nosuchthingas_tmi/video/7003376185291853062,Y,#pelvicfloor,Medical Professional,Over 25,F,7,24800,101,783,Text,Viral Music,,,Raising Awareness (Medical),N,3,3,Promoting Preventive Care,,,
438,#ovariancancer,https://www.tiktok.com/@selfiequeen1977/video/7003893777450503430,Y,#ovariancancer,Patient,Over 25,F,178,2589,140,335,Speech,Text,,,Raising Awareness (Lay),N,3,2,Signs & Symptoms,,,
578,#pelvicfloor,https://www.tiktok.com/@beautifuldrinks/video/6988797972641352966,Y,#pelvicfloor,Organization,NA,NA,11,3119,16,498,Visual Aid,Text,Viral Music,,Raising Awareness (Lay),N,3,3,Health & Exercise Tips,,,
321,#hysterectomy,https://www.tiktok.com/@re_cooper_ator/video/6970838000464907525,Y,#hysterectomy,Patient,Over 25,F,15,810,78,6,Text,Viral Music,,,Personal Testimony,Y,3,3,Coping with Illness,Success Stories,,
425,#ovariancancer,https://www.tiktok.com/@nikkimaraviglia/video/6984708478757637381,Y,#ovariancancer,Patient,Over 25,F,15,655,54,2,Text,Viral Music,Dance Trend,,Personal Testimony,N,3,3,Support Networks,Coping with Illness,,
23,#birthcontrol,https://www.tiktok.com/@tiabagha/video/6972697288678345989,Y,#birthcontrol,Patient,Under 25,F,22,713100,6960,5918,Visual Aid,Viral Music,,,Personal Testimony,N,3,3,Side Effects,Seeking Empathy,,
449,#ovariancancer,https://www.tiktok.com/@antoniacruz/video/6984088605119597829,Y,#ovariancancer,Patient,Over 25,F,9,115,11,2,Text,Dance Trend,,,Personal Testimony,N,3,3,Success Stories,,,
44,#birthcontrol,https://www.tiktok.com/@danielle_spotts/video/6977118207110827270,Y,#birthcontrol,Patient,Under 25,F,15,15500,257,247,Viral Music,Visual Aid,,,Personal Testimony,Y,3,3,Side Effects,,,
792,#utiremedies,https://www.tiktok.com/@goosenfamily/video/7005886809213275397,N,#utiremedies,NA,NA,NA,,,,,NA,,,,NA,,,,NA,,,
250,#endometriosis,https://www.tiktok.com/@beautyqueenmom/video/6969968036241575173,Unavailable,#endometriosis,NA,NA,NA,,,,,NA,,,,NA,,,,NA,,,
224,#endometriosis,https://www.tiktok.com/@sara.ann0011/video/6995978807656156422,Y,#endometriosis,Patient,Under 25,F,17,2072,110,46,Viral Music,Text,Dance Trend,,Personal Testimony,Y,3,3,Poor Medical Care,Signs & Symptoms,,
305,#hysterectomy,https://www.tiktok.com/@everyonesfavorite.tamara/video/6993379884722638085,Y,#hysterectomy,Patient,Over 25,F,57,240,81,16,Text,Viral Music,,,Personal Testimony,N,3,3,Seeking Empathy,Coping with Illness,,
82,#birthcontrolsideeffects,https://www.tiktok.com/@midwifemama/video/6978230334760520965,Y,#birthcontrolsideeffects,Medical Professional,Over 25,F,13,302500,8718,17000,Text,Visual Aid,Viral Music,Responding to Comment,Raising Awareness (Medical),N,3,3,Side Effects,Promoting Preventive Care,,
517,#pcos,https://www.tiktok.com/@.username42069710/video/6958545680616983813,Y,#pcos,Patient,Over 25,F,59,31900,819,995,Speech,Visual Aid,,,Personal Testimony,N,3,3,Coping with Illness,,,
301,#fibroids,https://www.tiktok.com/@sotameika/video/6959306882976713990,Y,#fibroids,Patient,Over 25,F,7,177,11,1,Text,Visual Aid,Speech,,Personal Testimony,Y,3,3,Coping with Illness,,,
341,#hysterectomy,https://www.tiktok.com/@kelseymarie29/video/6988560630567456005,Y,#hysterectomy,Patient,Over 25,F,12,84800,691,239,Text,Viral Music,,,Personal Testimony,Y,3,3,Coping with Illness,,,
477,#papsmear,https://www.tiktok.com/@radiancewomenscenter/video/6970035524962815238,Y,#papsmear,Organization,NA,NA,11,1960,50,46,Viral Music,Visual Aid,,,Raising Awareness (Medical),Y,3,3,Promoting Preventive Care,,,
796,#utiremedies,https://www.tiktok.com/@cassiefkeller/video/6963775065921965317,Y,#utiremedies,Patient,Over 25,F,51,593,11,61,Speech,Visual Aid,,,Raising Awareness (Lay),N,2,3,Alternative Therapies,,,
259,#fibroids,https://www.tiktok.com/@rasheetajoy/video/6909710617339235589,Y,#fibroids,Lay person,Under 25,F,15,763,64,63,Viral Music,Text,,,Raising Awareness (Lay),N,3,3,Alternative Therapies,Signs & Symptoms,Promoting Preventive Care,
605,#pms,https://www.tiktok.com/@girls/video/6978612817150708998,Y,#pms,Patient,Over 25,F,9,152100,748,799,Viral Music,Visual Aid,,,Humor,Y,3,3,Coping with Illness,,,
169,#cervicalcancer,https://www.tiktok.com/@glamma1317/video/6979968009544731910,Y,#cervicalcancer,Patient,Over 25,F,27,1091,143,6,Viral Music,Visual Aid,,,Personal Testimony,N,3,3,Seeking Empathy,Diagnosis,,
453,#papsmear,https://www.tiktok.com/@midwifemama/video/6995950479347830021,Y,#papsmear,Medical Professional,Over 25,F,9,3915,28,144,Viral Music,Visual Aid,Text,,Raising Awareness (Medical),N,3,3,Promoting Preventive Care,,,
691,#uterinecancer,https://www.tiktok.com/@vuhronicaa/video/6975324791930653957,Unavailable,#uterinecancer,NA,NA,NA,,,,,NA,,,,NA,,,,NA,,,
38,#birthcontrol,https://www.tiktok.com/@brandinicolej/video/6936200575449042182,Unavailable,#birthcontrol,NA,NA,NA,,,,,NA,,,,NA,,,,NA,,,
304,#hysterectomy,https://www.tiktok.com/@connealymd/video/6987446854866832645,Y,#hysterectomy,Medical Professional,Over 25,F,36,793,62,44,Speech,Text,,,Raising Awareness (Medical),N,3,3,Conventional Treatment ,,,
643,#pms,https://www.tiktok.com/@veronicamariedotcom/video/7002606475851926789,Y,#pms,Patient,Over 25,F,22,224,13,6,Speech,Text,Visual Aid,Viral Music,Personal Testimony,Y,3,3,Alternative Therapies,Coping with Illness,,
522,#pcos,https://www.tiktok.com/@katypcos/video/6936593943513763078,Y,#pcos,Lay person,Under 25,F,38,5949,103,173,Text,Dance Trend,Viral Music,,Raising Awareness (Lay),N,3,3,Signs & Symptoms,Alternative Therapies,,
717,#uti,https://www.tiktok.com/@megan_a_james/video/6989602966529428742,Y,#uti,Patient,Under 25,F,6,352400,738,1749,Speech,Text,,,Personal Testimony,Y,3,3,Signs & Symptoms,,,
769,#utiremedies,https://www.tiktok.com/@von.uwu/video/6974296491816930566,Y,#utiremedies,Patient,Under 25,F,9,578,41,10,Text,Viral Music,,,Personal Testimony,N,3,3,Support Networks,,,
456,#papsmear,https://www.tiktok.com/@ahallen.do/video/7005694511921876230,Y,#papsmear,Medical Professional,Over 25,M,10,193700,2251,18300,Viral Music,Acting,,,Raising Awareness (Medical),Y,3,3,Promoting Preventive Care,,,
7,#birthcontrol,https://www.tiktok.com/@playboicatie/video/6916305922994244869,Y,#birthcontrol,Patient,Under 25,F,59,383500,7807,12500,Visual Aid,Speech,,,Personal Testimony,N,3,3,Side Effects,Coping with Illness,,
235,#endometriosis,https://www.tiktok.com/@goddessgothx/video/6990348552757087493,Y,#endometriosis,Patient,Over 25,F,11,42700,1681,298,Text,Viral Music,,,Personal Testimony,N,3,3,Seeking Empathy,,,
420,#ovariancancer,https://www.tiktok.com/@melcystatiktok/video/6977720802149977350,Y,#ovariancancer,Patient,Over 25,F,12,2023,65,54,Text,Visual Aid,,,Raising Awareness (Lay),N,3,3,Signs & Symptoms,,,
317,#hysterectomy,https://www.tiktok.com/@deetsa11/video/6950721833473674502,Y,#hysterectomy,Patient,Over 25,F,11,300,39,2,Text,Acting,Speech,,Personal Testimony,Y,3,3,Coping with Illness,Success Stories,,
335,#hysterectomy,https://www.tiktok.com/@rose_carrollhunt/video/6993744902513298694,Y,#hysterectomy,Patient,Over 25,F,15,368,26,1,Text,Viral Music,Dance Trend,,Personal Testimony,Y,3,3,Support Networks,Side Effects,,
171,#cervicalcancer,https://www.tiktok.com/@ceebean.29/video/6945958135269985542,Y,#cervicalcancer,Patient,Over 25,F,7,4287,40,6,Text,Acting,,,Personal Testimony,Y,3,3,Side Effects,Coping with Illness,,
360,#infertilityjourney,https://www.tiktok.com/@emilyyorlando/video/6922151760198896902,Y,#infertilityjourney,Patient,Over 25,F,8,38000,562,282,Viral Music,Text,,,Personal Testimony,Y,3,3,Coping with Illness,,,
168,#cervicalcancer,https://www.tiktok.com/@pretty_little_things91/video/6934789651806866694,Y,#cervicalcancer,Patient,Over 25,F,14,306,41,1,Text,Visual Aid,,,Personal Testimony,Y,3,3,Coping with Illness,Success Stories,,
749,#uti,https://www.tiktok.com/@drmuwongejoram1/video/6983769254235491589,Y,#uti,Medical Professional,Over 25,M,46,29200,865,3379,Speech,Text,,,Raising Awareness (Medical),N,3,3,Alternative Therapies,Promoting Preventive Care,,
39,#birthcontrol,https://www.tiktok.com/@dydrmn/video/6915801133344738565,Y,#birthcontrol,Patient,Under 25,F,7,233400,1217,5244,Speech,Text,,,Humor,Y,3,3,Sexual Health,,,
15,#birthcontrol,https://www.tiktok.com/@alyssalauren/video/6966001317638573317,Y,#birthcontrol,Patient,Under 25,F,36,331600,1318,1242,Speech,Text,,,Medical Visit Narratives,N,3,3,Sexual Health,,,
107,#breastcancer,https://www.tiktok.com/@breastbellaofficial/video/6971021140680576262,Y,#breastcancer,Patient,Over 25,F,14,151800,3139,312,Text,Viral Music,Visual Aid,,Medical Visit Narratives,N,3,3,Seeking Empathy,,,
455,#papsmear,https://www.tiktok.com/@toocoolclara/video/6991488567809740038,Y,#papsmear,Patient,Under 25,F,11,223,7,5,Speech,Text,Visual Aid,,Medical Visit Narratives,N,3,3,Promoting Preventive Care,,,
291,#fibroids,https://www.tiktok.com/@stormimayamusic/video/6977523056700820741,Y,#fibroids,Patient,Under 25,F,12,5248,60,59,Speech,,,,Personal Testimony,N,3,3,Coping with Illness,,,
237,#endometriosis,https://www.tiktok.com/@endometriosisem/video/7010427229146598661,Y,#endometriosis,Patient,Under 25,F,6,3207,99,189,Text,Speech,,,Personal Testimony,N,3,3,Coping with Illness,,,
239,#endometriosis,https://www.tiktok.com/@hormoneguru/video/6971527165665889542,Y,#endometriosis,Medical Professional,Over 25,F,8,1269,93,108,Text,Viral Music,,,Raising Awareness (Medical),Y,2,3,Alternative Therapies,,,
312,#hysterectomy,https://www.tiktok.com/@freedomthinkers/video/6940049210951601414,Y,#hysterectomy,Patient,Over 25,F,17,1828,235,53,Visual Aid,,,,Medical Visit Narratives,N,3,3,Conventional Treatment ,Seeking Empathy,,
150,#breastcancer,https://www.tiktok.com/@andreadfk/video/6950809630968679686,Y,#breastcancer,Patient,Over 25,F,20,304000,3162,771,Viral Music,Visual Aid,,,Personal Testimony,N,3,3,Seeking Empathy,Side Effects,,
494,#papsmear,https://www.tiktok.com/@coutureinclinic/video/6876223295553883397,Y,#papsmear,Medical Professional,Over 25,F,15,31800,804,605,Viral Music,Text,,,Raising Awareness (Medical),N,3,3,Promoting Preventive Care,,,
617,#pms,https://www.tiktok.com/@lovesoreal/video/6929930444204952838,Y,#pms,Family/Support,Over 25,M,59,234700,1792,7530,Speech,Acting,Responding to Comment,,Humor,Y,3,3,Coping with Illness,Support Networks,,
447,#ovariancancer,https://www.tiktok.com/@completewomenscare/video/6999405919561878789,Y,#ovariancancer,Medical Professional,Over 25,M,11,667,22,7,Speech,Responding to Comment,,,Raising Awareness (Medical),N,3,3,Signs & Symptoms,,,
777,#utiremedies,https://www.tiktok.com/@myutrx/video/6964074179268234501,Y,#utiremedies,Organization,NA,NA,15,289,2,5,Text,Visual Aid,,,Raising Awareness (Lay),N,3,3,Alternative Therapies,,,
155,#cervicalcancer,https://www.tiktok.com/@therealsabidoctor/video/6954020931199192326,Y,#cervicalcancer,Medical Professional,Over 25,M,29,8356,556,298,Text,Viral Music,,,Raising Awareness (Medical),N,3,3,Signs & Symptoms,,,
32,#birthcontrol,https://www.tiktok.com/@dr.staci.t/video/6898344903823117573,Y,#birthcontrol,Medical Professional,Over 25,F,8,310000,3683,10300,Text,Dance Trend,Viral Music,,Raising Awareness (Medical),Y,3,2,Debunking,Promoting Preventive Care,Sexual Health,
234,#endometriosis,https://www.tiktok.com/@heal.with.fifi/video/6916680240139980038,Y,#endometriosis,Lay person,Under 25,F,18,37400,671,1104,Text,Viral Music,,,Raising Awareness (Lay),N,3,3,Health & Exercise Tips,Alternative Therapies,,
61,#birthcontrolsideeffects,https://www.tiktok.com/@yeahyouknowthevibezz/video/6965725327679163654,Y,#birthcontrolsideeffects,Patient,Under 25,F,14,1371,86,132,Text,Viral Music,Speech,,Personal Testimony,N,3,3,Side Effects,,,
537,#pcos,https://www.tiktok.com/@pcos_nutritionist/video/6924345060196650245,Y,#pcos,Medical Professional,Over 25,F,20,37300,2992,1159,Speech,Text,Visual Aid,,Medical Visit Narratives,N,3,3,Poor Medical Care,,,
495,#papsmear,https://www.tiktok.com/@sandraloyola1210/video/6847171581056175366,Y,#papsmear,Patient,Over 25,F,10,6952,43,333,Acting,Text,,,Medical Visit Narratives,Y,3,3,Promoting Preventive Care,,,
412,#ovariancancer,https://www.tiktok.com/@catsaoud/video/6834578177407339781,Y,#ovariancancer,Patient,Under 25,F,58,1469,110,115,Text,Speech,,,Personal Testimony,N,3,3,Signs & Symptoms,,,
